address,max_floor_lvl,year_completed,residential,commercial,market_hawker,multistorey_carpark,precinct_pavilion,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,postal,Latitude,Longitude,planning_area,Mall_Nearest_Distance,Mall_Within_500m,Mall_Within_1km,Mall_Within_2km,Hawker_Nearest_Distance,Hawker_Within_500m,Hawker_Within_1km,Hawker_Within_2km,hawker_food_stalls,hawker_market_stalls
"659, JLN TENAGA",15,1995,Y,N,N,N,N,80,0,0,0,42,38,0,0,0,0,0,0,0,410659,1.334332462,103.906386,Bedok,2143.501809,,,,883.2035562,,1,2,36,75
"405, BEDOK NTH AVE 3",25,1979,Y,N,N,N,N,96,0,0,0,0,96,0,0,0,0,0,0,0,460405,1.328713382,103.9340954,Bedok,472.679033,1,4,5,197.3701744,1,6,7,82,114
"172, BEDOK STH RD",12,1985,Y,N,N,N,N,88,0,0,0,48,40,0,0,0,0,0,0,0,460172,1.32066917,103.9446895,Bedok,1239.585477,,,5,708.4181658,,1,7,48,147
"406, BEDOK NTH AVE 3",25,1979,Y,N,N,N,N,96,0,0,0,0,96,0,0,0,0,0,0,0,460406,1.328225507,103.9344693,Bedok,444.1197153,1,4,5,178.8537148,1,6,7,82,114
"55, NEW UPP CHANGI RD",25,1976,Y,Y,N,N,N,96,0,0,0,0,96,0,0,0,0,0,0,0,461055,1.325092556,103.9421102,Bedok,867.9905028,,1,5,217.7435304,1,3,7,48,147
"66, BEDOK STH AVE 3",22,1977,Y,N,N,N,N,84,0,0,0,0,84,0,0,0,0,0,0,0,460066,1.318493779,103.9438725,Bedok,1456.401155,,,5,845.8157146,,2,7,48,147
"103, LENGKONG TIGA",14,1988,Y,N,N,N,N,73,0,0,0,22,51,0,0,0,0,0,0,0,410103,1.325855463,103.9105989,Bedok,1923.715303,,,1,884.2568792,,2,4,36,75
"67, BEDOK STH AVE 3",22,1977,Y,N,N,N,N,84,0,0,0,0,84,0,0,0,0,0,0,0,460067,1.318974103,103.9440762,Bedok,1435.166588,,,5,811.8701011,,2,7,48,147
"114, BEDOK RESERVOIR RD",13,1985,Y,N,N,N,N,84,0,0,0,0,0,84,0,0,0,0,0,0,470114,1.33056066,103.9098389,Bedok,2117.545037,,,,554.9227002,,1,3,36,75
"10D, BEDOK STH AVE 2",23,1994,Y,N,N,N,N,84,0,0,0,0,0,84,0,0,0,0,0,0,463010,1.321770859,103.9363266,Bedok,552.0744943,,4,5,159.5519083,1,4,8,64,154
"629, BEDOK RESERVOIR RD",11,1981,Y,N,N,N,N,110,0,0,0,0,58,52,0,0,0,0,0,0,470629,1.334399083,103.9145012,Bedok,1917.526765,,,3,160.2787078,1,1,4,36,75
"104, LENGKONG TIGA",9,1988,Y,N,N,N,N,55,0,0,0,0,0,55,0,0,0,0,0,0,410104,1.325634967,103.9098152,Bedok,1834.089562,,,1,858.3132722,,2,5,42,71
"308, SHUNFU RD",13,1984,Y,N,N,N,N,166,0,0,116,48,2,0,0,0,0,0,0,0,570308,1.350582529,103.8378468,Bishan,933.4967533,,1,2,164.3664579,1,1,6,31,51
"271, BISHAN ST 24",14,1991,Y,Y,N,N,N,93,0,0,0,85,8,0,0,0,0,0,0,0,570271,1.356615758,103.8423176,Bishan,985.0665174,,1,4,792.2616933,,1,6,31,51
"107, BISHAN ST 12",13,1985,Y,N,N,N,N,96,0,0,0,96,0,0,0,0,0,0,0,0,570107,1.346417614,103.8479207,Bishan,419.0411382,1,1,2,890.2266486,,3,9,28,32
"239, BISHAN ST 22",25,1990,Y,Y,N,N,N,96,0,0,0,84,12,0,0,0,0,0,0,0,570239,1.360428946,103.8447773,Bishan,1072.970106,,,4,571.4526,,3,9,32,86
"264, BISHAN ST 24",16,1991,Y,Y,N,N,N,75,0,0,0,58,17,0,0,0,0,0,0,0,570264,1.358658979,103.8420498,Bishan,1176.762578,,,4,926.4253011,,4,8,32,86
"177, BISHAN ST 13",11,1986,Y,N,N,N,N,100,0,0,0,64,36,0,0,0,0,0,0,0,570177,1.347846232,103.8535496,Bishan,625.1153375,,1,2,837.2811964,,1,9,80,77
"281, BISHAN ST 24",4,1991,Y,N,N,N,N,25,0,0,0,25,0,0,0,0,0,0,0,0,570281,1.357277093,103.8446291,Bishan,892.2435428,,1,4,865.8142468,,1,7,32,86
"113, BISHAN ST 12",12,1985,Y,N,N,N,N,110,0,0,0,110,0,0,0,0,0,0,0,0,570113,1.347231851,103.848809,Bishan,327.8773493,1,1,2,964.8407883,,2,9,28,32
"227, BISHAN ST 23",11,1990,Y,Y,N,N,N,69,0,0,0,60,9,0,0,0,0,0,0,0,570227,1.358070547,103.8471381,Bishan,885.090309,,1,4,687.1481477,,1,8,32,86
"167, BISHAN ST 13",9,1987,Y,N,N,N,N,104,0,0,0,64,40,0,0,0,0,0,0,0,571167,1.347252245,103.8554647,Bishan,846.8491995,,1,3,773.5215884,,1,7,80,77
"112, BISHAN ST 12",9,1985,Y,Y,N,N,N,96,0,0,0,96,0,0,0,0,0,0,0,0,570112,1.346810298,103.8490411,Bishan,377.9350343,1,1,2,916.3925813,,2,9,28,32
"251, BISHAN ST 22",11,1990,Y,Y,N,N,N,70,0,0,0,24,46,0,0,0,0,0,0,0,570251,1.361910207,103.8441706,Bishan,955.8785841,,1,4,525.0486599,,3,9,32,86
"302, SHUNFU RD",4,1984,Y,N,N,N,N,32,0,0,16,16,0,0,0,0,0,0,0,0,570302,1.349361383,103.8390993,Bishan,1042.279074,,,2,356.3962718,1,1,7,31,51
"289, BISHAN ST 24",24,1996,Y,N,N,N,N,131,0,0,0,67,64,0,0,0,0,0,0,0,570289,1.356661149,103.8449306,Bishan,816.3733751,,1,4,911.9513308,,1,7,32,86
"248, BISHAN ST 22",25,1990,Y,Y,N,N,N,72,0,0,0,72,0,0,0,0,0,0,0,0,570248,1.361397156,103.8432813,Bishan,1056.140153,,,4,639.0957304,,3,10,32,86
"310, SHUNFU RD",13,1984,Y,N,N,N,N,120,0,0,0,24,96,0,0,0,0,0,0,0,570310,1.350851679,103.8386791,Bishan,1005.612325,,,2,212.6202315,1,1,6,31,51
"447, BRIGHT HILL DR",23,1989,Y,N,N,N,N,84,0,0,0,0,76,8,0,0,0,0,0,0,570447,1.358221608,103.831933,Bishan,466.3944439,1,1,1,906.9910228,,1,6,31,51
"217, BISHAN ST 23",16,1990,Y,N,N,N,N,73,0,0,0,54,19,0,0,0,0,0,0,0,570217,1.356740015,103.8493295,Bishan,733.0751163,,1,4,829.2112482,,2,9,32,86
"128, BISHAN ST 12",25,1986,Y,N,N,N,N,92,0,0,0,0,84,8,0,0,0,0,0,0,570128,1.34608832,103.8504668,Bishan,505.2905772,,1,2,776.5805173,,2,8,80,77
"183, BISHAN ST 13",21,1986,Y,N,N,N,N,76,0,0,0,0,68,8,0,0,0,0,0,0,570183,1.350458535,103.8524762,Bishan,451.3954962,1,1,1,1141.550171,,,9,80,77
"192, BISHAN ST 13",26,1987,Y,N,N,N,N,92,0,0,0,0,84,8,0,0,0,0,0,0,570192,1.348974317,103.8513065,Bishan,346.4426541,1,1,2,1018.300096,,,9,80,77
"212, BISHAN ST 23",19,1990,Y,Y,N,N,N,80,0,0,0,0,0,80,0,0,0,0,0,0,571212,1.356643254,103.8486007,Bishan,715.7622016,,1,3,832.8508326,,1,9,32,86
"201, BISHAN ST 23",9,1990,Y,N,N,N,N,44,0,0,0,0,0,44,0,0,0,0,0,0,570201,1.355066869,103.8469461,Bishan,565.8397684,,1,4,1018.119889,,,10,32,86
"450, SIN MING AVE",25,1988,Y,N,N,N,N,92,0,0,0,0,84,8,0,0,0,0,0,0,570450,1.358355538,103.8303978,Bishan,445.7170698,1,1,1,1032.848455,,,4,31,51
"525, BT BATOK ST 52",4,1986,Y,N,N,N,N,32,0,0,16,16,0,0,0,0,0,0,0,0,650525,1.357105166,103.7522046,Bukit Batok,842.7749928,,1,3,2212.71944,,,,60,87
"501, BT BATOK ST 52",8,1986,Y,N,N,N,N,101,0,0,71,29,1,0,0,0,0,0,0,0,650501,1.351493194,103.7549981,Bukit Batok,680.5243039,,1,3,2122.782627,,,,60,87
"410, BT BATOK WEST AVE 4",12,1985,Y,Y,N,N,N,114,0,0,68,46,0,0,0,0,0,0,0,0,650410,1.364458638,103.7449916,Bukit Batok,1436.968611,,,4,2462.959088,,,,60,87
"408, BT BATOK WEST AVE 4",12,1985,Y,N,N,N,N,114,0,0,68,46,0,0,0,0,0,0,0,0,650408,1.364819778,103.7449898,Bukit Batok,1397.071516,,,4,2500.62339,,,,60,87
"423, BT BATOK WEST AVE 2",12,1985,Y,N,N,N,N,114,0,0,68,46,0,0,0,0,0,0,0,0,650423,1.36215692,103.7449467,Bukit Batok,1398.893801,,,3,2222.478506,,,,60,87
"272, BT BATOK EAST AVE 4",10,1985,Y,Y,N,N,N,109,0,0,93,16,0,0,0,0,0,0,0,0,650272,1.348790307,103.7578647,Bukit Batok,996.1756049,,1,3,2237.807892,,,,84,95
"229, BT BATOK EAST AVE 3",10,1984,Y,N,N,N,N,150,0,0,93,57,0,0,0,0,0,0,0,0,650229,1.348276604,103.7546809,Bukit Batok,664.3324512,,1,3,1965.692521,,,1,60,87
"217, BT BATOK ST 21",12,1984,Y,Y,N,N,N,128,0,0,106,22,0,0,0,0,0,0,0,0,650217,1.346733922,103.7547278,Bukit Batok,741.0716451,,1,5,1931.346173,,,1,60,87
"421, BT BATOK WEST AVE 2",12,1985,Y,N,N,N,N,114,0,0,68,46,0,0,0,0,0,0,0,0,650421,1.362517529,103.7449467,Bukit Batok,1436.672468,,,3,2259.670675,,,,60,87
"407, BT BATOK WEST AVE 4",12,1985,Y,N,N,N,N,114,0,0,68,46,0,0,0,0,0,0,0,0,650407,1.364851719,103.7458146,Bukit Batok,1400.99347,,,4,2535.246843,,,,60,87
"240, BT BATOK EAST AVE 5",13,1984,Y,N,N,N,N,172,0,0,110,62,0,0,0,0,0,0,0,0,650240,1.35048816,103.7541778,Bukit Batok,574.7344096,,1,3,1994.250519,,,1,60,87
"179, BT BATOK WEST AVE 8",4,1984,Y,N,N,N,N,32,0,0,20,12,0,0,0,0,0,0,0,0,650179,1.345812286,103.7422102,Bukit Batok,899.3951434,,1,5,568.065566,,1,2,60,87
"414, BT BATOK WEST AVE 4",12,1985,Y,N,N,N,N,110,0,0,66,44,0,0,0,0,0,0,0,0,650414,1.363576106,103.7459774,Bukit Batok,1518.543156,,,4,2410.883282,,,,60,87
"269, BT BATOK EAST AVE 4",11,1984,Y,N,N,N,N,124,0,0,83,41,0,0,0,0,0,0,0,0,650269,1.348757884,103.7594517,Bukit Batok,1171.449062,,,3,2080.044727,,,,84,95
"152, BT BATOK ST 11",4,1985,Y,Y,N,N,N,26,0,0,26,0,0,0,0,0,0,0,0,0,650152,1.348301895,103.7442573,Bukit Batok,569.8445251,,1,5,908.0939293,,1,2,60,87
"146, BT BATOK WEST AVE 6",12,1983,Y,N,N,N,N,130,0,0,106,22,0,2,0,0,0,0,0,0,650146,1.349668909,103.7440835,Bukit Batok,552.6022804,,1,5,991.1238732,,1,2,60,87
"533, BT BATOK ST 51",12,1985,Y,N,N,N,N,100,0,0,90,0,10,0,0,0,0,0,0,0,650533,1.355879087,103.7497991,Bukit Batok,635.078385,,1,2,1926.440767,,,1,60,87
"157, BT BATOK ST 11",4,1985,Y,Y,N,N,N,17,0,0,17,0,0,0,0,0,0,0,0,0,650157,1.348368995,103.7434221,Bukit Batok,654.8998481,,1,5,839.8649816,,1,2,60,87
"540, BT BATOK ST 52",12,1985,Y,N,N,N,N,110,0,0,66,44,0,0,0,0,0,0,0,0,650540,1.354405682,103.751306,Bukit Batok,531.0270076,,1,3,1941.53087,,,1,60,87
"239, BT BATOK EAST AVE 5",13,1984,Y,N,N,N,N,171,0,0,106,63,2,0,0,0,0,0,0,0,650239,1.350239352,103.7551048,Bukit Batok,676.97019,,1,3,2079.469583,,,,60,87
"249, BT BATOK EAST AVE 5",12,1984,Y,N,N,N,N,110,0,0,66,44,0,0,0,0,0,0,0,0,650249,1.350616557,103.7565642,Bukit Batok,840.6915927,,1,3,2246.057805,,,,60,87
"316, BT BATOK ST 32",12,1984,Y,N,N,N,N,132,0,0,66,66,0,0,0,0,0,0,0,0,650316,1.360576605,103.746834,Bukit Batok,1174.117081,,,3,2151.722248,,,,60,87
"250, BT BATOK EAST AVE 5",12,1984,Y,N,N,N,N,110,0,0,66,44,0,0,0,0,0,0,0,0,650250,1.351055493,103.7570803,Bukit Batok,901.9000391,,1,3,2317.082512,,,,60,87
"164, BT BATOK ST 11",13,1984,Y,Y,N,N,N,130,0,0,77,51,0,2,0,0,0,0,0,0,650164,1.347716975,103.7428317,Bukit Batok,741.1651374,,1,5,743.1711836,,1,2,60,87
"167, BT BATOK WEST AVE 8",8,1984,Y,N,N,N,N,83,0,0,54,28,0,1,0,0,0,0,0,0,650167,1.346932728,103.7422571,Bukit Batok,834.5376133,,1,5,639.1556011,,1,2,60,87
"312, BT BATOK ST 32",12,1984,Y,N,N,N,N,132,0,0,66,66,0,0,0,0,0,0,0,0,650312,1.359878751,103.7473357,Bukit Batok,1087.736056,,,3,2111.896525,,,,60,87
"208, BT BATOK ST 21",13,1982,Y,N,N,N,N,119,0,0,70,48,0,1,0,0,0,0,0,0,650208,1.345903105,103.7488118,Bukit Batok,474.5077039,1,1,5,1267.924791,,,2,60,87
"534, BT BATOK ST 51",12,1985,Y,N,N,N,N,125,0,0,118,0,7,0,0,0,0,0,0,0,650534,1.355906982,103.7504116,Bukit Batok,650.8853627,,1,3,1976.890268,,,1,60,87
"311, BT BATOK ST 32",4,1985,Y,N,N,N,N,32,0,0,16,16,0,0,0,0,0,0,0,0,650311,1.360082515,103.7483417,Bukit Batok,1096.57274,,,3,2189.874351,,,,60,87
"319, BT BATOK ST 33",9,1985,Y,N,N,N,N,116,0,0,0,76,40,0,0,0,0,0,0,0,651319,1.36093482,103.7463764,Bukit Batok,1224.134112,,,2,2163.458612,,,,60,87
"417, BT BATOK WEST AVE 4",12,1985,Y,N,N,N,N,132,0,0,66,66,0,0,0,0,0,0,0,0,650417,1.362890991,103.7465392,Bukit Batok,1431.423871,,,4,2366.414712,,,,60,87
"307, BT BATOK ST 31",12,1984,Y,N,N,N,N,132,0,0,66,66,0,0,0,0,0,0,0,0,650307,1.358170334,103.7481187,Bukit Batok,888.2238555,,1,2,2000.871907,,,,60,87
"138, BT BATOK WEST AVE 6",12,1983,Y,N,N,N,N,131,0,0,108,22,0,1,0,0,0,0,0,0,650138,1.35044712,103.7444719,Bukit Batok,507.1777929,,1,4,1082.504634,,,2,60,87
"124, BT BATOK CTRL",4,1984,Y,N,N,N,N,24,0,0,0,24,0,0,0,0,0,0,0,0,650124,1.351182049,103.7472099,Bukit Batok,229.6142784,1,1,2,1362.915632,,,2,60,87
"291B, BT BATOK ST 24",17,1996,Y,Y,N,N,N,96,0,0,0,64,32,0,0,0,0,0,0,0,651291,1.343157,103.7558623,Bukit Batok,1088.178954,,,4,2023.032103,,,,60,87
"288D, BT BATOK ST 25",14,1996,Y,N,N,N,N,137,0,0,0,137,0,0,0,0,0,0,0,0,653288,1.345803048,103.7592601,Bukit Batok,1238.314144,,,4,1962.890078,,,1,84,95
"113, BT BATOK WEST AVE 6",12,1983,Y,N,N,N,N,94,0,0,0,94,0,0,0,0,0,0,0,0,653113,1.349367502,103.7453474,Bukit Batok,418.9130544,1,1,5,1075.891854,,,2,60,87
"186, BT BATOK WEST AVE 6",11,1988,Y,N,N,N,N,70,0,0,0,50,20,0,0,0,0,0,0,0,650186,1.346580767,103.7440854,Bukit Batok,678.9900935,,1,5,792.6663244,,1,2,60,87
"386, BT BATOK WEST AVE 5",25,2003,Y,N,N,N,N,192,0,0,0,168,24,0,0,0,0,0,0,0,650386,1.363939422,103.752556,Bukit Batok,1300.56649,,,6,2720.913047,,,,28,45
"337, BT BATOK ST 34",9,1985,Y,N,N,N,N,116,0,0,0,116,0,0,0,0,0,0,0,0,650337,1.363482964,103.7493934,Bukit Batok,1470.541345,,,5,2571.511573,,,,60,87
"165, BT BATOK WEST AVE 8",10,1984,Y,N,N,N,N,130,0,0,0,130,0,0,0,0,0,0,0,0,651165,1.347721988,103.7412875,Bukit Batok,902.9607479,,1,5,620.9217206,,1,2,60,87
"290D, BT BATOK EAST AVE 3",19,1996,Y,Y,N,N,N,126,0,0,0,90,36,0,0,0,0,0,0,0,651290,1.344411503,103.7574615,Bukit Batok,1135.90816,,,4,2108.113157,,,,84,95
"131, BT BATOK WEST AVE 6",12,1984,Y,N,N,N,N,110,0,0,66,44,0,0,0,0,0,0,0,0,650131,1.35073333,103.7462613,Bukit Batok,313.0716141,1,1,3,1249.9346,,,2,60,87
"291D, BT BATOK ST 24",17,1996,Y,N,N,N,N,96,0,0,0,64,32,0,0,0,0,0,0,0,653291,1.343517906,103.7553918,Bukit Batok,1023.076394,,,4,1970.462549,,,1,60,87
"291A, BT BATOK ST 24",19,1996,Y,N,N,N,N,126,0,0,0,90,36,0,0,0,0,0,0,0,650291,1.343667667,103.7560517,Bukit Batok,1063.974768,,,4,2044.044484,,,,60,87
"384, BT BATOK WEST AVE 5",28,2004,Y,N,N,N,N,219,0,0,0,191,28,0,0,0,0,0,0,0,650384,1.362932637,103.7521942,Bukit Batok,1341.864248,,,5,2693.680724,,,,60,87
"207, BT BATOK ST 21",13,1982,Y,Y,N,N,N,115,0,0,69,46,0,0,0,0,0,0,0,0,650207,1.346248662,103.7493822,Bukit Batok,437.5608779,1,1,5,1338.353394,,,2,60,87
"193, BT BATOK WEST AVE 6",21,1995,Y,N,N,N,N,80,0,0,0,75,5,0,0,0,0,0,0,0,650193,1.346008943,103.7444236,Bukit Batok,689.596503,,1,5,802.0771052,,1,2,60,87
"243, BT BATOK EAST AVE 5",10,1984,Y,N,N,N,N,108,0,0,0,20,88,0,0,0,0,0,0,0,650243,1.349620134,103.7564321,Bukit Batok,827.0580605,,1,3,2195.52404,,,,60,87
"388, BT BATOK WEST AVE 5",25,2004,Y,N,N,N,N,108,0,0,0,0,108,0,0,0,0,0,0,0,651388,1.364428235,103.7523279,Bukit Batok,1328.787187,,,7,2710.709797,,,,28,45
"102, BT BATOK WEST AVE 6",13,1984,Y,N,N,N,N,96,0,0,2,46,48,0,0,0,0,0,0,0,650102,1.347329959,103.7473436,Bukit Batok,367.211652,1,1,5,1157.925848,,,2,60,87
"623, BT BATOK CTRL",18,1996,Y,N,N,N,N,97,0,0,0,55,42,0,0,0,0,0,0,0,650623,1.350831589,103.7493725,Bukit Batok,81.04083207,1,1,2,1536.465553,,,1,60,87
"621, BT BATOK CTRL",30,2002,Y,N,N,N,N,134,0,0,0,50,84,0,0,0,0,0,0,0,650621,1.350229165,103.7483407,Bukit Batok,75.94994301,1,1,3,1403.808267,,,2,60,87
"622, BT BATOK CTRL",30,2002,Y,N,N,N,N,134,0,0,0,50,84,0,0,0,0,0,0,0,651622,1.350059835,103.7485119,Bukit Batok,58.54198941,1,1,3,1410.118041,,,2,60,87
"202, BT BATOK ST 21",25,1985,Y,N,N,N,N,128,0,0,3,29,96,0,0,0,0,0,0,0,650202,1.346597858,103.7484484,Bukit Batok,402.2065359,1,1,5,1247.792744,,,2,60,87
"524, BT BATOK ST 52",9,1986,Y,Y,N,N,N,72,0,0,0,0,0,72,0,0,0,0,0,0,650524,1.357223389,103.7526547,Bukit Batok,876.599617,,1,3,2258.362444,,,,60,87
"28, JLN KLINIK",10,1963,Y,N,N,N,N,173,0,37,128,7,0,0,0,0,0,1,0,0,160028,1.28789877,103.8282036,Bukit Merah,196.0894178,1,2,21,124.7610242,2,6,15,32,62
"48, LOWER DELTA RD",12,1964,Y,N,N,N,N,382,0,111,0,0,0,0,0,0,0,271,0,0,160048,1.289442681,103.8262014,Bukit Merah,345.3984378,1,2,21,157.1613147,2,7,13,32,62
"116, BT MERAH VIEW",5,1973,Y,Y,N,N,N,73,0,0,72,0,1,0,0,0,0,0,0,0,151116,1.285134271,103.8215322,Bukit Merah,643.3526551,,1,4,94.23596259,3,8,14,84,167
"8, JLN BT HO SWEE",9,1962,Y,N,N,N,N,72,0,0,72,0,0,0,0,0,0,0,0,0,161008,1.287526863,103.8320205,Bukit Merah,553.5691972,,2,26,265.6084951,2,5,19,30,0
"107, JLN BT MERAH",12,1967,Y,Y,N,N,N,222,0,0,218,4,0,0,0,0,0,0,0,0,160107,1.279836902,103.8247578,Bukit Merah,780.7184225,,1,4,148.5893075,1,6,13,28,96
"5, TELOK BLANGAH CRES",16,1974,Y,N,N,N,N,143,0,0,136,0,7,0,0,0,0,0,0,0,90005,1.278724029,103.8192204,Bukit Merah,1230.557626,,,5,151.9875705,1,6,14,56,77
"26, JLN KLINIK",10,1963,Y,N,N,N,N,107,0,0,105,1,0,0,0,0,0,0,1,0,160026,1.288171345,103.828454,Bukit Merah,236.9287848,1,2,22,138.2097946,2,6,16,30,0
"129, BT MERAH VIEW",20,1973,Y,N,N,N,N,297,0,0,290,0,7,0,0,0,0,0,0,0,151129,1.283503071,103.8233537,Bukit Merah,535.7240592,,1,2,220.9442389,2,8,13,84,167
"130, BT MERAH VIEW",20,1973,Y,Y,N,N,N,293,0,0,282,0,11,0,0,0,0,0,0,0,150130,1.284587128,103.8243603,Bukit Merah,374.657241,1,1,2,232.7188569,1,8,13,84,167
"60, TELOK BLANGAH HTS",11,1976,Y,N,N,N,N,196,0,0,172,20,2,2,0,0,0,0,0,0,100060,1.276078958,103.8121572,Bukit Merah,1216.129901,,,6,517.7423176,,3,11,0,144
"130, KIM TIAN RD",12,1975,Y,N,N,N,N,109,0,0,108,0,1,0,0,0,0,0,0,0,160130,1.280401574,103.8292786,Bukit Merah,711.4226693,,1,7,358.6700636,1,5,18,28,96
"128, BT MERAH VIEW",20,1973,Y,Y,N,N,N,300,0,0,296,0,4,0,0,0,0,0,0,0,150128,1.282646752,103.8233271,Bukit Merah,600.5285742,,1,2,305.804961,2,8,14,84,167
"38, BEO CRES",10,1963,Y,Y,N,N,N,97,0,17,79,1,0,0,0,0,0,0,0,0,160038,1.288553932,103.82729,Bukit Merah,230.763698,1,2,21,8.681507551,2,8,14,32,62
"11, CANTONMENT CL",30,2000,Y,N,N,N,N,145,0,0,29,87,29,0,0,0,0,0,0,0,80011,1.274426047,103.8396715,Bukit Merah,423.2011618,1,2,10,468.0418042,1,4,12,52,108
"77, TELOK BLANGAH DR",14,1977,Y,Y,N,N,N,142,0,0,115,24,2,1,0,0,0,0,0,0,100077,1.273941532,103.8088174,Bukit Merah,825.8836854,,1,6,91.21422638,2,2,11,0,144
"55, TELOK BLANGAH DR",12,1977,Y,N,N,N,N,152,0,0,128,22,2,0,0,0,0,0,0,0,100055,1.27396036,103.8121495,Bukit Merah,1196.583487,,,6,461.9566054,1,3,11,0,144
"26D, JLN MEMBINA",30,2007,Y,N,N,N,N,202,0,0,86,116,0,0,0,0,0,0,0,0,167026,1.28209884,103.8252028,Bukit Merah,530.1974638,,1,4,244.3420159,2,9,15,28,96
"26C, JLN MEMBINA",27,2007,Y,N,N,N,N,184,0,0,80,104,0,0,0,0,0,0,0,0,166026,1.282757974,103.8252056,Bukit Merah,464.5549394,1,1,3,312.5009399,2,9,15,28,96
"27, LIM LIAK ST",4,1949,Y,N,N,N,N,16,0,0,16,0,0,0,0,0,0,0,0,0,160027,1.285437042,103.8308393,Bukit Merah,425.3250228,1,2,14,195.4828433,2,6,18,83,259
"29, LIM LIAK ST",4,1949,Y,N,N,N,N,16,0,0,16,0,0,0,0,0,0,0,0,0,161029,1.285381443,103.8304007,Bukit Merah,380.439693,1,2,13,238.4738887,3,6,18,83,259
"46, SENG POH RD",4,1949,Y,N,N,N,N,16,0,0,16,0,0,0,0,0,0,0,0,0,161046,1.284003917,103.8315298,Bukit Merah,557.7848288,,1,8,125.0228374,2,5,19,83,259
"59, TELOK BLANGAH HTS",13,1976,Y,N,N,N,N,120,0,0,0,120,0,0,0,0,0,0,0,0,100059,1.275353433,103.8135883,Bukit Merah,1363.0512,,,7,617.3210491,,4,11,56,77
"54, LENGKOK BAHRU",4,1986,Y,N,N,N,N,32,0,0,0,20,12,0,0,0,0,0,0,0,150054,1.289135952,103.8136775,Bukit Merah,898.364525,,2,4,542.5058283,,4,14,0,122
"106A, DEPOT RD",25,1998,Y,N,N,N,N,96,0,0,0,48,48,0,0,0,0,0,0,0,101106,1.28061365,103.8109679,Bukit Merah,976.9375207,,1,5,765.8304918,,6,12,57,0
"53, LENGKOK BAHRU",12,1986,Y,N,N,N,N,110,0,0,0,70,40,0,0,0,0,0,0,0,150053,1.288847235,103.8134506,Bukit Merah,872.8907663,,2,4,560.2174341,,4,13,0,122
"14, TELOK BLANGAH CRES",13,1998,Y,N,N,N,N,74,0,0,0,25,49,0,0,0,0,0,0,0,90014,1.277395442,103.8204697,Bukit Merah,1249.489734,,,3,193.3212296,1,5,13,56,77
"54, TELOK BLANGAH DR",13,1977,Y,N,N,N,N,142,0,0,116,24,2,0,0,0,0,0,0,0,100054,1.273597187,103.8119421,Bukit Merah,1174.904978,,,6,440.9063781,2,3,11,0,144
"112B, DEPOT RD",25,2003,Y,N,N,N,N,89,0,0,0,48,41,0,0,0,0,0,0,0,102112,1.281568739,103.8077317,Bukit Merah,700.2070125,,3,4,603.8134331,,4,12,96,48
"20, JLN MEMBINA",30,2001,Y,N,N,N,N,156,0,0,0,69,87,0,0,0,0,0,0,0,164020,1.285624598,103.8259233,Bukit Merah,166.2965606,1,1,3,349.2453857,3,8,15,32,62
"120, KIM TIAN PL",29,1999,Y,N,N,N,N,106,0,0,0,56,50,0,0,0,0,0,0,0,160120,1.28295504,103.8279833,Bukit Merah,399.4929619,1,1,5,383.3875252,1,5,17,28,96
"70, REDHILL CL",30,1999,Y,N,N,N,N,86,0,0,0,63,23,0,0,0,0,0,0,0,151070,1.287006588,103.8169125,Bukit Merah,1141.807299,,,5,170.8975955,3,5,16,96,0
"68, REDHILL CL",30,1999,Y,N,N,N,N,106,0,0,0,77,29,0,0,0,0,0,0,0,150068,1.28687207,103.8160261,Bukit Merah,1181.689551,,,5,270.2960936,3,5,16,96,0
"69, REDHILL CL",30,1999,Y,N,N,N,N,106,0,0,0,77,29,0,0,0,0,0,0,0,150069,1.287016529,103.8163748,Bukit Merah,1201.626971,,,5,229.0683917,3,5,16,96,0
"21, JLN MEMBINA",30,2001,Y,N,N,N,N,196,0,0,0,196,0,0,0,0,0,0,0,0,163021,1.285086563,103.8257828,Bukit Merah,216.5073793,1,1,3,379.9283946,2,8,15,84,167
"8A, BOON TIONG RD",21,2003,Y,N,N,N,N,123,0,0,0,83,40,0,0,0,0,0,0,0,164008,1.28652537,103.8301248,Bukit Merah,330.2009171,1,2,18,174.3655773,3,6,17,30,0
"27A, JLN MEMBINA",27,2007,Y,N,N,N,N,150,0,0,0,150,0,0,0,0,0,0,0,0,163027,1.282218691,103.8245363,Bukit Merah,553.4063091,,1,3,292.7274291,2,9,13,28,96
"2A, BOON TIONG RD",30,1999,Y,N,N,N,N,106,0,0,0,106,0,0,0,0,0,0,0,0,164002,1.286529621,103.8331631,Bukit Merah,668.3151285,,2,24,219.9701985,2,5,19,83,259
"50, HOY FATT RD",12,1986,Y,N,N,N,N,132,0,0,0,74,58,0,0,0,0,0,0,0,150050,1.287877158,103.8114409,Bukit Merah,659.6242779,,3,5,374.3542695,1,5,13,96,48
"106B, DEPOT RD",20,1998,Y,N,N,N,N,76,0,0,0,38,38,0,0,0,0,0,0,0,102106,1.280649504,103.8107509,Bukit Merah,958.7260692,,1,5,758.884273,,6,12,96,48
